Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100292,Male,Yes,3+,Not Graduate,Yes,9912,2077.9,322.8,180,1.0,Urban,N
LP100293,Female,No,0,Graduate,Yes,5166,7989.49,285.7,300,1.0,Semiurban,Y
LP100294,Female,No,0,Graduate,No,5777,8030.37,61.0,180,1.0,Rural,Y
LP100295,Female,No,3+,Not Graduate,Yes,22286,4152.61,405.8,120,1.0,Semiurban,N
LP100296,Female,Yes,1,Not Graduate,No,20453,2835.48,55.4,300,1.0,Rural,Y
LP100297,Male,Yes,1,Graduate,No,7015,2838.78,181.9,240,1.0,Semiurban,Y
LP100298,Male,Yes,2,Graduate,Yes,10705,4822.91,52.7,120,0.0,Urban,N
LP100299,Female,No,3+,Not Graduate,No,16698,7195.79,219.3,180,0.0,Rural,N
LP100300,Male,Yes,3+,Graduate,Yes,5485,3588.69,78.4,240,1.0,Semiurban,Y
LP100301,Male,Yes,1,Not Graduate,Yes,14635,6100.43,461.1,360,1.0,Rural,N
LP100302,Male,Yes,1,Graduate,Yes,9667,3824.84,237.1,240,1.0,Rural,Y
LP100303,Female,Yes,3+,Graduate,Yes,8948,3045.23,256.8,180,0.0,Semiurban,N
LP100304,Female,Yes,0,Not Graduate,Yes,22194,248.6,207.4,240,1.0,Semiurban,Y
LP100305,Male,Yes,3+,Not Graduate,Yes,20903,39.14,332.4,180,1.0,Rural,N
LP100306,Female,No,3+,Not Graduate,Yes,5181,2272.08,403.0,120,1.0,Rural,N
LP100307,Female,No,1,Not Graduate,No,22080,4064.06,341.7,300,1.0,Urban,N
LP100308,Female,Yes,1,Not Graduate,Yes,18456,8512.61,386.7,360,0.0,Rural,N
LP100309,Female,Yes,0,Not Graduate,No,11024,7984.84,457.7,300,1.0,Urban,N
LP100310,Female,No,0,Not Graduate,No,6253,2671.65,438.6,300,0.0,Urban,N
LP100311,Male,No,2,Graduate,No,8582,2445.4,353.3,300,1.0,Urban,N
LP100312,Female,Yes,3+,Graduate,Yes,5502,2273.22,146.6,180,1.0,Rural,Y
LP100313,Male,Yes,1,Graduate,No,7129,3392.37,337.0,180,1.0,Urban,N
LP100314,Male,Yes,0,Not Graduate,No,13778,4981.99,277.7,360,1.0,Rural,Y
LP100315,Female,Yes,2,Not Graduate,Yes,9917,4386.68,372.7,180,1.0,Rural,N
LP100316,Male,No,2,Not Graduate,Yes,22084,2182.73,424.8,180,0.0,Semiurban,N
LP100317,Male,Yes,1,Graduate,No,3497,1304.51,384.2,180,0.0,Rural,N
LP100318,Male,Yes,1,Not Graduate,Yes,10463,125.78,431.0,180,1.0,Rural,N
LP100319,Female,Yes,2,Not Graduate,Yes,17284,1539.63,78.7,120,1.0,Urban,Y
LP100320,Female,Yes,0,Graduate,Yes,6024,7053.56,64.2,360,0.0,Rural,N
LP100321,Male,No,2,Not Graduate,Yes,4907,2436.39,166.3,180,1.0,Rural,Y
LP100322,Female,No,3+,Graduate,No,8231,4686.02,455.3,360,1.0,Semiurban,N
LP100323,Female,No,3+,Graduate,Yes,9295,5913.01,420.6,240,1.0,Semiurban,N
LP100324,Female,Yes,1,Not Graduate,Yes,12832,8868.41,357.2,120,1.0,Urban,N
LP100325,Female,Yes,0,Not Graduate,Yes,20677,8888.55,365.3,180,1.0,Urban,N
LP100326,Male,No,0,Not Graduate,No,4411,7457.34,377.0,120,1.0,Semiurban,N
LP100327,Male,Yes,3+,Graduate,No,20299,351.57,474.2,120,0.0,Semiurban,N
LP100328,Female,Yes,2,Graduate,Yes,18134,5750.7,424.5,240,1.0,Rural,N
LP100329,Female,No,1,Graduate,Yes,16694,7865.83,330.5,360,0.0,Urban,N
LP100330,Male,No,2,Not Graduate,No,6451,172.88,349.6,120,0.0,Urban,N
LP100331,Male,No,2,Not Graduate,Yes,9598,5496.85,146.2,300,1.0,Rural,Y
LP100332,Female,No,2,Not Graduate,Yes,23173,8577.64,345.8,240,1.0,Rural,N
LP100333,Male,Yes,0,Not Graduate,No,17617,4741.02,241.1,300,1.0,Urban,Y
LP100334,Female,Yes,3+,Graduate,Yes,9602,41.06,118.8,240,1.0,Semiurban,Y
LP100335,Female,No,0,Graduate,Yes,7065,110.13,412.9,300,1.0,Semiurban,N
LP100336,Male,Yes,3+,Graduate,No,24321,4166.36,279.6,300,1.0,Rural,Y
LP100337,Male,No,1,Graduate,No,2673,1550.09,489.8,120,1.0,Urban,N
LP100338,Female,No,1,Not Graduate,Yes,10124,6644.51,176.8,120,1.0,Rural,Y
LP100339,Female,Yes,2,Not Graduate,No,15894,7087.99,266.3,240,0.0,Semiurban,N
LP100340,Male,No,3+,Not Graduate,Yes,14756,1778.8,251.6,360,1.0,Semiurban,Y
LP100341,Female,Yes,3+,Graduate,Yes,2335,8885.33,104.4,120,1.0,Rural,N
LP100342,Male,Yes,3+,Graduate,Yes,20146,4419.08,241.8,120,1.0,Semiurban,Y
LP100343,Female,Yes,2,Not Graduate,No,13324,1428.46,179.4,180,1.0,Urban,Y
LP100344,Male,Yes,2,Not Graduate,No,6067,7642.52,122.1,120,0.0,Rural,N
LP100345,Male,No,1,Graduate,Yes,5315,7899.75,177.0,360,1.0,Rural,Y
LP100346,Male,Yes,0,Not Graduate,Yes,18130,6392.95,155.0,180,0.0,Rural,N
LP100347,Female,No,3+,Graduate,No,3929,8534.66,380.3,300,1.0,Semiurban,N
LP100348,Female,No,3+,Graduate,No,10682,7373.73,63.8,300,1.0,Urban,Y
LP100349,Male,No,0,Graduate,No,10618,8822.06,327.9,180,1.0,Rural,N
LP100350,Female,No,3+,Not Graduate,Yes,13130,4338.88,392.3,180,1.0,Rural,N
LP100351,Male,Yes,2,Not Graduate,No,23171,7475.97,266.3,180,0.0,Semiurban,N
LP100352,Male,Yes,2,Graduate,No,4107,9997.52,469.2,240,1.0,Urban,N
LP100353,Female,No,3+,Not Graduate,Yes,7430,7249.31,368.5,360,1.0,Rural,N
LP100354,Female,No,2,Graduate,Yes,5522,1141.84,386.6,360,1.0,Semiurban,N
LP100355,Male,Yes,2,Graduate,Yes,13491,5183.19,138.6,300,1.0,Rural,Y
LP100356,Female,No,3+,Graduate,No,22668,5873.48,399.8,300,1.0,Semiurban,N
LP100357,Female,Yes,1,Graduate,Yes,8117,1742.11,424.4,300,0.0,Urban,N
LP100358,Male,No,0,Not Graduate,Yes,4651,9628.92,212.6,120,1.0,Semiurban,Y
LP100359,Male,Yes,2,Graduate,Yes,7080,1755.8,146.0,300,1.0,Rural,Y
LP100360,Female,No,1,Graduate,Yes,8554,1775.58,223.3,180,1.0,Rural,Y
LP100361,Male,No,2,Not Graduate,No,9119,9151.67,382.8,300,1.0,Semiurban,N
LP100362,Male,Yes,2,Graduate,Yes,17323,4652.05,237.9,180,1.0,Urban,Y
LP100363,Female,No,0,Graduate,No,14747,631.88,381.5,240,1.0,Urban,N
LP100364,Male,No,2,Not Graduate,No,6073,5981.87,101.1,120,1.0,Rural,Y
LP100365,Male,Yes,0,Not Graduate,No,16839,6018.26,412.7,120,1.0,Rural,N
LP100366,Female,No,0,Not Graduate,Yes,4991,645.01,163.9,360,1.0,Semiurban,Y
LP100367,Female,Yes,0,Graduate,No,2206,9725.22,162.0,240,1.0,Semiurban,N
LP100368,Male,Yes,1,Not Graduate,Yes,17228,5440.3,315.7,180,1.0,Semiurban,N
LP100369,Male,No,3+,Not Graduate,Yes,8497,5597.96,81.6,240,1.0,Urban,Y
LP100370,Female,No,1,Graduate,Yes,6733,5201.15,61.8,120,1.0,Urban,Y
LP100371,Female,No,3+,Graduate,No,7255,6107.32,167.5,180,1.0,Rural,Y
LP100372,Female,No,3+,Graduate,Yes,24844,2643.0,292.1,240,1.0,Rural,Y
LP100373,Female,No,0,Graduate,Yes,19218,2872.41,458.4,120,1.0,Rural,N
LP100374,Male,No,2,Graduate,Yes,23472,5113.39,430.9,180,1.0,Semiurban,N
LP100375,Female,No,0,Not Graduate,No,19731,8066.86,270.7,180,1.0,Urban,Y
LP100376,Female,Yes,2,Not Graduate,No,8351,498.65,66.7,120,1.0,Rural,Y
LP100377,Male,No,3+,Not Graduate,No,13626,6034.04,290.9,180,1.0,Rural,Y
LP100378,Female,Yes,0,Graduate,Yes,9365,8067.78,367.2,120,0.0,Rural,N
LP100379,Male,No,2,Graduate,No,13618,1569.17,202.6,300,1.0,Rural,Y
LP100380,Female,No,1,Graduate,Yes,4817,150.23,100.0,300,1.0,Rural,Y
LP100381,Female,Yes,2,Not Graduate,Yes,13712,3127.13,175.4,180,1.0,Rural,Y
LP100382,Female,No,0,Not Graduate,No,12847,5881.44,397.2,180,1.0,Urban,N
LP100383,Male,No,1,Graduate,Yes,11890,1382.83,208.1,120,1.0,Rural,Y
LP100384,Male,Yes,2,Not Graduate,No,24695,4261.22,415.4,180,1.0,Urban,N
LP100385,Female,No,2,Graduate,Yes,16363,5523.21,193.8,360,1.0,Semiurban,Y
LP100386,Male,No,2,Not Graduate,No,18048,5988.83,123.6,300,0.0,Urban,N
LP100387,Male,No,2,Not Graduate,Yes,8560,2744.12,246.1,180,0.0,Semiurban,N
LP100388,Male,Yes,2,Not Graduate,Yes,17004,4000.3,253.5,180,1.0,Urban,Y
LP100389,Male,No,1,Graduate,Yes,4557,7783.39,57.2,240,1.0,Urban,Y
LP100390,Male,No,3+,Not Graduate,Yes,5928,9412.15,102.7,180,1.0,Rural,Y
LP100391,Male,No,1,Not Graduate,Yes,1902,8618.8,133.2,360,1.0,Urban,N
LP100392,Female,No,1,Graduate,No,10105,5642.84,101.1,300,1.0,Urban,Y
LP100393,Female,Yes,1,Not Graduate,Yes,17261,4102.93,203.7,240,1.0,Rural,Y
LP100394,Male,Yes,3+,Graduate,No,24233,3329.57,484.1,120,1.0,Semiurban,N
LP100395,Female,No,0,Graduate,No,22041,1249.57,279.2,120,0.0,Rural,N
LP100396,Female,No,3+,Graduate,No,2367,1065.51,332.4,300,0.0,Rural,N
LP100397,Female,Yes,1,Graduate,Yes,15279,6883.58,210.4,120,0.0,Rural,N
LP100398,Female,Yes,2,Graduate,Yes,16655,2597.94,195.6,360,1.0,Semiurban,Y
LP100399,Male,No,2,Not Graduate,Yes,9710,2546.62,60.4,180,1.0,Urban,Y
LP100400,Female,Yes,1,Graduate,No,1864,9981.95,275.2,300,1.0,Urban,N
LP100401,Female,No,2,Graduate,Yes,16866,1879.26,267.6,240,1.0,Rural,Y
LP100402,Male,Yes,1,Graduate,Yes,8071,1480.6,121.0,180,1.0,Rural,Y
LP100403,Male,Yes,2,Graduate,No,18463,986.85,393.9,120,0.0,Urban,N
LP100404,Female,Yes,3+,Not Graduate,No,15517,5798.05,271.7,120,1.0,Urban,Y
LP100405,Female,Yes,0,Graduate,No,7968,6278.64,202.5,240,1.0,Urban,Y
LP100406,Female,No,0,Not Graduate,No,5650,3652.28,116.1,360,1.0,Semiurban,Y
LP100407,Female,Yes,3+,Graduate,No,14565,5354.13,298.5,240,1.0,Semiurban,Y
LP100408,Female,Yes,3+,Not Graduate,No,20923,7884.0,388.8,300,1.0,Rural,N
LP100409,Female,No,1,Graduate,Yes,5637,8181.04,176.9,240,1.0,Semiurban,Y
LP100410,Male,Yes,1,Graduate,No,13736,9579.12,148.5,120,1.0,Rural,Y
LP100411,Female,Yes,1,Not Graduate,Yes,18336,8242.68,284.9,360,1.0,Urban,Y
LP100412,Female,No,2,Graduate,Yes,13653,5648.41,119.9,360,0.0,Urban,N
LP100413,Male,Yes,1,Not Graduate,Yes,24421,1796.57,350.0,240,1.0,Rural,N
LP100414,Male,No,3+,Graduate,No,15333,997.64,322.4,300,1.0,Urban,N
LP100415,Male,No,0,Not Graduate,Yes,2881,545.12,89.2,120,1.0,Rural,N
LP100416,Male,No,2,Graduate,No,9654,6665.26,66.4,180,1.0,Rural,Y
LP100417,Female,No,1,Graduate,No,2967,8075.36,329.1,360,1.0,Rural,N
LP100418,Female,Yes,2,Not Graduate,Yes,14939,5086.84,182.4,240,1.0,Semiurban,Y
LP100419,Female,No,2,Graduate,No,20622,547.14,88.9,300,0.0,Rural,N
LP100420,Female,Yes,1,Graduate,Yes,24631,5354.71,391.7,300,1.0,Rural,N
LP100421,Female,Yes,2,Graduate,Yes,18764,9357.49,191.3,120,1.0,Rural,Y
LP100422,Female,Yes,0,Graduate,No,13506,5976.13,256.8,360,1.0,Semiurban,Y
LP100423,Male,Yes,3+,Graduate,Yes,4649,8094.27,156.6,120,1.0,Urban,Y
LP100424,Female,Yes,3+,Graduate,Yes,9392,8001.53,332.3,180,1.0,Semiurban,N
LP100425,Male,Yes,0,Not Graduate,Yes,22028,9321.29,185.7,180,0.0,Rural,N
LP100426,Male,Yes,2,Not Graduate,No,17636,7702.29,485.6,180,0.0,Semiurban,N
LP100427,Female,Yes,1,Not Graduate,Yes,2668,7477.01,366.3,300,1.0,Urban,N
LP100428,Male,Yes,2,Graduate,No,13856,2341.03,111.5,360,1.0,Urban,Y
LP100429,Female,Yes,0,Not Graduate,No,4629,599.25,237.5,120,1.0,Rural,Y
LP100430,Male,No,2,Graduate,Yes,16532,5175.99,223.4,120,1.0,Urban,Y
LP100431,Female,No,3+,Graduate,Yes,21529,1244.34,290.4,180,1.0,Semiurban,Y
LP100432,Male,No,2,Graduate,No,4026,9621.96,428.9,360,1.0,Semiurban,N
LP100433,Female,Yes,0,Graduate,No,12559,2899.25,312.5,360,0.0,Urban,N
LP100434,Female,No,3+,Not Graduate,Yes,5016,8529.44,77.7,240,1.0,Rural,Y
LP100435,Female,No,2,Graduate,Yes,21251,3876.25,344.9,360,1.0,Rural,N
LP100436,Female,No,2,Not Graduate,No,11886,3231.94,53.7,360,0.0,Semiurban,N
LP100437,Female,Yes,3+,Graduate,No,5055,9351.59,401.0,120,1.0,Urban,N
LP100438,Male,Yes,1,Not Graduate,No,17512,3633.23,350.0,360,1.0,Semiurban,N
LP100439,Male,Yes,3+,Not Graduate,No,15657,3902.88,189.0,360,1.0,Semiurban,Y
LP100440,Male,Yes,1,Not Graduate,No,6611,1060.92,181.6,120,1.0,Semiurban,Y
LP100441,Female,No,0,Not Graduate,Yes,8252,6704.47,409.2,360,0.0,Rural,N
LP100442,Male,No,0,Not Graduate,No,18329,2888.39,402.5,120,1.0,Urban,N
LP100443,Female,No,3+,Not Graduate,No,7864,5856.04,208.5,240,1.0,Urban,Y
LP100444,Female,No,3+,Graduate,Yes,5126,5913.52,184.5,300,1.0,Rural,Y
LP100445,Male,Yes,0,Not Graduate,Yes,21900,7192.0,301.9,120,1.0,Semiurban,N
LP100446,Male,Yes,1,Graduate,No,5375,7452.41,53.8,120,1.0,Semiurban,Y
LP100447,Female,Yes,0,Not Graduate,No,6997,5144.52,87.2,360,1.0,Rural,Y
LP100448,Male,No,3+,Graduate,Yes,17479,3309.92,106.8,120,0.0,Urban,N
LP100449,Female,Yes,0,Not Graduate,No,13029,8374.51,133.4,180,1.0,Rural,Y
LP100450,Female,Yes,3+,Not Graduate,No,24122,3098.66,280.4,180,1.0,Urban,Y
LP100451,Female,No,3+,Graduate,Yes,18145,5075.09,496.5,240,1.0,Urban,N
LP100452,Female,No,0,Not Graduate,No,22876,4012.53,343.7,120,1.0,Urban,N
LP100453,Female,Yes,1,Not Graduate,Yes,14882,8550.78,77.6,360,1.0,Semiurban,Y
LP100454,Male,Yes,2,Not Graduate,Yes,5525,4319.19,286.5,360,1.0,Semiurban,Y
LP100455,Male,Yes,0,Graduate,Yes,11958,3860.99,273.5,300,1.0,Rural,Y
LP100456,Female,Yes,2,Not Graduate,Yes,15344,6898.24,114.9,240,1.0,Rural,Y
LP100457,Female,Yes,0,Graduate,No,22106,6024.41,464.1,360,1.0,Semiurban,N
LP100458,Male,Yes,2,Not Graduate,Yes,5675,1072.47,248.3,300,1.0,Rural,Y
LP100459,Male,No,1,Not Graduate,No,10674,5081.69,497.6,360,1.0,Semiurban,N
LP100460,Female,No,1,Graduate,No,4943,7354.78,239.0,300,0.0,Semiurban,N
LP100461,Male,No,0,Not Graduate,No,22895,9920.75,323.6,180,1.0,Urban,N
LP100462,Female,Yes,3+,Not Graduate,No,12225,6291.47,97.1,180,1.0,Urban,Y
LP100463,Male,No,2,Graduate,No,2193,3702.93,254.4,360,1.0,Semiurban,N
LP100464,Female,Yes,3+,Not Graduate,Yes,9847,2261.52,157.4,240,0.0,Urban,N
LP100465,Male,Yes,3+,Graduate,Yes,13280,8728.3,426.0,120,1.0,Semiurban,N
LP100466,Female,No,3+,Graduate,Yes,19696,8145.65,402.8,240,1.0,Urban,N
LP100467,Male,Yes,1,Graduate,Yes,15341,2339.23,420.9,240,1.0,Rural,N
LP100468,Male,Yes,0,Not Graduate,No,15754,2006.32,375.6,120,0.0,Rural,N
LP100469,Female,No,0,Graduate,Yes,15521,7151.37,424.7,180,1.0,Semiurban,N
LP100470,Male,No,1,Graduate,No,14868,3149.52,140.4,180,1.0,Semiurban,Y
LP100471,Female,No,1,Not Graduate,No,7224,3063.99,253.4,120,1.0,Urban,Y
LP100472,Male,Yes,0,Graduate,Yes,2907,1522.9,361.3,300,1.0,Urban,N
LP100473,Female,No,3+,Not Graduate,Yes,9532,2639.76,336.8,240,1.0,Semiurban,N
LP100474,Male,No,2,Not Graduate,Yes,16072,4275.08,372.4,360,0.0,Rural,N
LP100475,Female,Yes,2,Not Graduate,Yes,19294,7328.38,150.9,180,0.0,Rural,N
LP100476,Male,No,2,Not Graduate,No,21381,3363.08,94.3,360,1.0,Semiurban,Y
LP100477,Female,No,3+,Graduate,No,22256,3286.04,462.6,120,1.0,Rural,N
LP100478,Male,No,0,Graduate,Yes,8894,2849.13,302.1,360,1.0,Semiurban,N
LP100479,Female,Yes,1,Graduate,No,18435,4782.84,119.2,360,1.0,Urban,Y
LP100480,Female,Yes,0,Graduate,No,13086,1806.37,407.0,240,1.0,Rural,N
LP100481,Female,Yes,3+,Graduate,No,14426,4856.31,461.7,120,1.0,Rural,N
LP100482,Male,Yes,1,Not Graduate,Yes,22216,7041.76,126.3,360,0.0,Urban,N
LP100483,Female,No,3+,Graduate,No,2497,297.91,417.8,180,0.0,Urban,N
LP100484,Male,Yes,2,Graduate,Yes,21960,97.79,470.0,120,1.0,Rural,N
LP100485,Female,Yes,2,Graduate,Yes,15890,751.23,472.3,180,1.0,Rural,N
LP100486,Male,No,3+,Not Graduate,No,7599,5356.6,461.4,300,1.0,Semiurban,N
LP100487,Female,No,1,Not Graduate,No,23439,8544.55,295.9,360,1.0,Semiurban,Y
LP100488,Male,No,1,Graduate,Yes,21936,48.84,210.3,120,1.0,Rural,Y
LP100489,Male,Yes,0,Not Graduate,No,23187,9366.61,53.3,180,1.0,Semiurban,Y
LP100490,Female,Yes,2,Graduate,No,23986,1062.79,77.4,360,1.0,Urban,Y
LP100491,Male,Yes,0,Graduate,Yes,15009,8419.84,243.0,240,1.0,Semiurban,Y
LP100492,Male,No,0,Not Graduate,Yes,6990,4828.55,229.7,180,1.0,Semiurban,Y
LP100493,Female,No,3+,Not Graduate,Yes,7116,6593.57,133.1,180,0.0,Rural,N
LP100494,Male,Yes,3+,Graduate,Yes,17458,5106.83,228.0,300,1.0,Semiurban,Y
LP100495,Male,No,0,Graduate,No,3748,4770.48,128.6,240,1.0,Rural,Y
LP100496,Male,No,2,Not Graduate,No,18732,8348.99,432.0,300,1.0,Rural,N
LP100497,Female,No,3+,Graduate,Yes,12248,7558.86,184.2,240,1.0,Rural,Y
LP100498,Male,Yes,0,Not Graduate,Yes,12014,4834.02,319.4,180,1.0,Urban,N
LP100499,Female,No,0,Graduate,Yes,24238,1116.36,276.3,300,1.0,Semiurban,Y
LP100500,Male,No,0,Not Graduate,No,10195,1154.03,73.3,360,1.0,Semiurban,Y
LP100501,Male,Yes,0,Graduate,Yes,9570,8015.39,474.0,240,0.0,Semiurban,N
LP100502,Male,Yes,0,Graduate,No,10394,5293.91,287.3,180,1.0,Rural,Y
LP100503,Female,No,0,Not Graduate,Yes,21509,4815.89,196.3,120,1.0,Urban,Y
LP100504,Male,No,3+,Graduate,Yes,18198,6805.67,121.2,240,1.0,Rural,Y
LP100505,Male,Yes,2,Graduate,Yes,16623,8588.42,202.3,240,0.0,Semiurban,N
LP100506,Female,Yes,0,Not Graduate,No,3876,6288.73,59.2,360,1.0,Rural,Y
LP100507,Male,No,1,Graduate,No,5878,7628.48,213.6,240,0.0,Rural,N
LP100508,Female,No,3+,Graduate,No,12682,7652.71,289.2,240,0.0,Semiurban,N
LP100509,Female,No,3+,Graduate,Yes,2074,3562.61,442.3,360,1.0,Rural,N
LP100510,Male,No,0,Not Graduate,No,14830,2740.83,359.3,360,0.0,Rural,N
LP100511,Female,Yes,3+,Not Graduate,No,23469,8011.64,100.2,300,0.0,Urban,N
LP100512,Male,No,0,Not Graduate,Yes,23376,3771.79,116.5,180,1.0,Rural,Y
LP100513,Female,No,2,Graduate,Yes,10449,9033.36,242.7,180,0.0,Urban,N
LP100514,Female,Yes,2,Graduate,No,20694,696.91,138.1,300,1.0,Semiurban,Y
LP100515,Male,No,3+,Graduate,No,7170,582.18,62.5,180,0.0,Urban,N
LP100516,Female,Yes,3+,Graduate,No,8067,9270.04,412.3,240,1.0,Rural,N
LP100517,Female,No,1,Not Graduate,No,14216,6484.55,58.8,300,1.0,Semiurban,Y
LP100518,Female,No,3+,Graduate,Yes,21343,3795.99,423.8,300,1.0,Rural,N
LP100519,Female,Yes,1,Graduate,Yes,7617,7550.6,114.8,180,1.0,Rural,Y
LP100520,Female,Yes,2,Graduate,Yes,21876,6723.27,488.6,120,0.0,Urban,N
LP100521,Male,No,2,Not Graduate,No,9337,5312.01,321.7,180,0.0,Rural,N
LP100522,Female,No,0,Graduate,No,18087,988.73,380.7,120,1.0,Urban,N
LP100523,Male,No,2,Graduate,Yes,16031,8121.8,99.7,300,1.0,Semiurban,Y
LP100524,Female,Yes,1,Graduate,Yes,20659,8660.23,437.9,120,1.0,Semiurban,N
LP100525,Male,No,3+,Graduate,No,19876,1721.69,427.6,240,1.0,Rural,N
LP100526,Male,Yes,0,Graduate,No,20127,8505.12,343.8,360,0.0,Urban,N
LP100527,Female,Yes,1,Not Graduate,Yes,9998,8778.47,276.0,120,1.0,Rural,Y
LP100528,Female,No,3+,Graduate,Yes,19571,5494.29,374.7,360,1.0,Rural,N
LP100529,Female,Yes,0,Graduate,Yes,5609,6561.79,52.7,240,1.0,Rural,Y
LP100530,Male,No,2,Graduate,No,19744,3822.37,316.6,360,1.0,Rural,N
LP100531,Female,No,1,Graduate,No,23060,2817.92,431.3,240,1.0,Urban,N
LP100532,Male,No,3+,Graduate,No,18606,7219.83,210.6,360,0.0,Rural,N
LP100533,Male,No,0,Graduate,No,15021,8618.75,98.7,360,1.0,Semiurban,Y
LP100534,Male,No,0,Graduate,No,10220,6540.78,239.4,180,1.0,Urban,Y
LP100535,Female,Yes,2,Graduate,No,6393,5115.91,377.2,120,1.0,Rural,N
LP100536,Female,Yes,3+,Graduate,Yes,18227,1589.25,98.3,360,1.0,Urban,Y
LP100537,Male,No,2,Graduate,Yes,23282,534.59,142.7,300,1.0,Rural,Y
LP100538,Male,No,2,Not Graduate,No,9900,4456.92,116.4,180,1.0,Semiurban,Y
LP100539,Female,Yes,3+,Not Graduate,Yes,22620,493.5,408.6,120,1.0,Semiurban,N
LP100540,Male,Yes,3+,Not Graduate,No,21290,5693.35,78.3,180,1.0,Semiurban,Y
LP100541,Female,Yes,3+,Not Graduate,Yes,16106,3827.29,359.0,120,1.0,Urban,N
LP100542,Male,Yes,1,Graduate,No,11639,7571.89,214.9,240,1.0,Semiurban,Y
LP100543,Female,No,3+,Not Graduate,Yes,18803,3056.48,390.1,360,1.0,Rural,N
LP100544,Male,No,0,Not Graduate,Yes,23703,5929.83,484.0,300,1.0,Rural,N
LP100545,Female,Yes,2,Graduate,No,3544,5376.84,101.5,180,1.0,Rural,Y
LP100546,Male,No,1,Not Graduate,No,18302,47.12,191.5,180,1.0,Urban,Y
LP100547,Female,Yes,3+,Not Graduate,Yes,19633,723.89,414.6,180,1.0,Urban,N
LP100548,Female,No,1,Graduate,Yes,18983,2903.68,169.8,180,0.0,Semiurban,N
LP100549,Male,Yes,3+,Graduate,No,4892,8822.35,146.8,360,1.0,Urban,Y
LP100550,Male,No,1,Graduate,Yes,20656,1470.15,421.4,120,0.0,Rural,N
LP100551,Female,Yes,2,Not Graduate,No,12172,7108.94,494.2,360,1.0,Rural,N
LP100552,Male,Yes,2,Not Graduate,No,15944,9733.67,300.6,240,1.0,Rural,N
LP100553,Female,No,0,Graduate,Yes,8284,7905.68,175.1,360,0.0,Urban,N
LP100554,Male,Yes,0,Graduate,No,19429,2429.45,229.4,360,0.0,Rural,N
LP100555,Female,No,3+,Not Graduate,Yes,2570,9083.65,126.6,240,1.0,Semiurban,N
LP100556,Female,No,2,Graduate,Yes,24406,931.07,392.8,360,1.0,Urban,N
LP100557,Female,Yes,1,Not Graduate,No,3350,4681.42,398.1,120,0.0,Rural,N
LP100558,Female,No,1,Graduate,Yes,22937,8875.42,443.8,300,1.0,Rural,N
LP100559,Female,No,1,Graduate,No,13890,6412.66,62.0,240,1.0,Urban,Y
LP100560,Female,No,0,Not Graduate,No,4439,4136.45,302.9,180,0.0,Urban,N
LP100561,Male,No,1,Graduate,No,11595,2928.13,146.4,120,1.0,Semiurban,Y
LP100562,Male,No,0,Graduate,Yes,17801,3750.99,203.4,300,1.0,Urban,Y
LP100563,Male,Yes,0,Graduate,No,8694,5089.42,403.2,120,1.0,Rural,N
LP100564,Female,No,3+,Not Graduate,Yes,7351,3190.44,136.4,120,1.0,Semiurban,Y
LP100565,Female,No,1,Graduate,No,24557,9689.68,337.3,180,1.0,Rural,N
LP100566,Female,No,1,Graduate,No,17878,9330.78,344.6,300,1.0,Rural,N
LP100567,Female,No,2,Graduate,No,2178,8706.71,479.3,120,1.0,Rural,N
LP100568,Male,No,3+,Graduate,Yes,2488,4218.3,398.8,180,1.0,Urban,N
LP100569,Male,Yes,2,Graduate,Yes,3002,6913.02,411.6,240,1.0,Urban,N
LP100570,Female,No,3+,Graduate,No,19673,9028.29,289.2,180,1.0,Rural,Y
LP100571,Male,Yes,1,Not Graduate,No,23165,8504.29,134.1,360,1.0,Urban,Y
LP100572,Male,Yes,0,Not Graduate,Yes,17698,4143.27,241.5,180,1.0,Rural,Y
LP100573,Female,Yes,0,Graduate,Yes,22911,1123.86,297.3,180,1.0,Urban,Y
LP100574,Male,Yes,0,Not Graduate,Yes,19309,756.3,355.3,180,1.0,Urban,N
LP100575,Female,No,0,Not Graduate,No,17367,5770.64,323.5,120,0.0,Urban,N
LP100576,Male,Yes,0,Graduate,Yes,15766,6426.28,227.3,300,0.0,Semiurban,N
LP100577,Female,Yes,2,Not Graduate,No,8154,8498.43,169.4,180,1.0,Urban,Y
LP100578,Female,No,3+,Not Graduate,Yes,3940,2925.15,125.7,180,1.0,Semiurban,Y
LP100579,Female,No,1,Not Graduate,No,11734,1674.7,362.2,360,1.0,Semiurban,N
LP100580,Female,No,2,Not Graduate,No,24740,3790.06,340.4,360,1.0,Semiurban,N
LP100581,Male,Yes,3+,Not Graduate,No,8867,3535.75,359.3,240,1.0,Rural,N
LP100582,Female,No,0,Not Graduate,Yes,14990,1324.69,217.6,240,1.0,Urban,Y
LP100583,Female,No,3+,Not Graduate,Yes,4094,6722.83,168.1,360,1.0,Rural,Y
LP100584,Female,Yes,3+,Not Graduate,Yes,22573,5086.92,391.9,300,1.0,Semiurban,N
LP100585,Male,No,0,Graduate,No,20320,7211.23,398.1,240,1.0,Urban,N
LP100586,Female,No,0,Graduate,No,7017,3526.91,255.0,300,1.0,Rural,Y
